"_mkv_child",description,"rule_name_short","splunk_app","tactic_id","tactic_name",technique,"technique_id","technique_name"
0,"Alerts when a host has an infection that has been re-infected remove multiple times over multiple days.","Host With A Recurring Malware Infection","Splunk App for Enterprise Security",TA0002,Execution,"TA0002;Execution;User Execution",T1204,"User Execution"
0,"Alerts when a host with multiple infections is discovered.","Host With Multiple Infections","Splunk App for Enterprise Security",TA0001,"Initial Access","TA0001;Initial Access;Drive-by Compromise",T1189,"Drive-by Compromise"
0,"Alerts when a host with multiple infections is discovered.","Host With Multiple Infections","Splunk App for Enterprise Security",TA0001,"Initial Access","TA0001;Initial Access;Spearphishing Attachment",T1193,"Spearphishing Attachment"
0,"Alerts when a host with multiple infections is discovered.","Host With Multiple Infections","Splunk App for Enterprise Security",TA0001,"Initial Access","TA0001;Initial Access;Spearphishing Link",T1192,"Spearphishing Link"
0,"Alerts when a host with multiple infections is discovered.","Host With Multiple Infections","Splunk App for Enterprise Security",TA0002,Execution,"TA0002;Execution;User Execution",T1204,"User Execution"
0,"Alerts when a host with an old infection is discovered (likely a re-infection).","Host With Old Infection Or Potential Re-Infection","Splunk App for Enterprise Security",TA0002,Execution,"TA0002;Execution;User Execution",T1204,"User Execution"
0,"Discovers previously inactive accounts that are now being used. This may be due to an attacker that successfully gained access to an account that was no longer being used.","Inactive Account Activity Detected","Splunk App for Enterprise Security","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0001;Initial Access;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
1,"Discovers previously inactive accounts that are now being used. This may be due to an attacker that successfully gained access to an account that was no longer being used.","Inactive Account Activity Detected","Splunk App for Enterprise Security","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0003;Persistence;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
2,"Discovers previously inactive accounts that are now being used. This may be due to an attacker that successfully gained access to an account that was no longer being used.","Inactive Account Activity Detected","Splunk App for Enterprise Security","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0004;Privilege Escalation;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
3,"Discovers previously inactive accounts that are now being used. This may be due to an attacker that successfully gained access to an account that was no longer being used.","Inactive Account Activity Detected","Splunk App for Enterprise Security","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0005;Defense Evasion;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
0,"Detecting when the same account is logged into twice in a short period of time but from locations very far away, is key to finding account compromise or account credential sharing for your privileged accounts.","Geographically Improbable Access Detected for Privileged Accounts","Splunk Security Essentials","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0001;Initial Access;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
1,"Detecting when the same account is logged into twice in a short period of time but from locations very far away, is key to finding account compromise or account credential sharing for your privileged accounts.","Geographically Improbable Access Detected for Privileged Accounts","Splunk Security Essentials","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0003;Persistence;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
2,"Detecting when the same account is logged into twice in a short period of time but from locations very far away, is key to finding account compromise or account credential sharing for your privileged accounts.","Geographically Improbable Access Detected for Privileged Accounts","Splunk Security Essentials","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0004;Privilege Escalation;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
3,"Detecting when the same account is logged into twice in a short period of time but from locations very far away, is key to finding account compromise or account credential sharing for your privileged accounts.","Geographically Improbable Access Detected for Privileged Accounts","Splunk Security Essentials","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0005;Defense Evasion;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
0,"<p>Build a baseline of how many file copies each user does to USB media, and detect when a user copies an uncharacteristically large number of files.</p>","Many USB File Copies for User","Splunk Security Essentials",TA0010,Exfiltration,"TA0010;Exfiltration;Exfiltration Over Physical Medium",T1052,"Exfiltration Over Physical Medium"
0,"Detects changes to policies of the network protection devices (such as firewall policy changes).","Network Change Detected","Splunk App for Enterprise Security",TA0005,"Defense Evasion","TA0005;Defense Evasion;Disabling Security Tools",T1089,"Disabling Security Tools"
0,"Increases the risk score of network devices that have been rebooted.","Network Device Rebooted","Splunk App for Enterprise Security",TA0005,"Defense Evasion","TA0005;Defense Evasion;Disabling Security Tools",T1089,"Disabling Security Tools"
0,"<p>Detect a user who is accessing a cloud storage provider they've never used before.</p>","New Cloud Provider for User","Splunk Security Essentials",TA0010,Exfiltration,"TA0010;Exfiltration;Exfiltration Over Alternative Protocol",T1048,"Exfiltration Over Alternative Protocol"
0,"<p>Detect a user who is accessing a cloud storage provider they've never used before.</p>","New Cloud Provider for User","Splunk Security Essentials","TA0005
TA0011","Defense Evasion
Command and Control","TA0005;Defense Evasion;Web Service",T1102,"Web Service
Web Service"
1,"<p>Detect a user who is accessing a cloud storage provider they've never used before.</p>","New Cloud Provider for User","Splunk Security Essentials","TA0005
TA0011","Defense Evasion
Command and Control","TA0011;Command and Control;Web Service",T1102,"Web Service
Web Service"
0,"<p>When you first seen an alert from a user who hasn't generated DLP alerts for data exfiltration before, learn about that.</p>","New Data Exfil DLP Alerts for User","Splunk Security Essentials",,,"",TA0010,
0,"Record when a user who hasn't taken privileged actions before suddenly starts.","New User Taking Privileged Actions","Splunk Security Essentials","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0001;Initial Access;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
1,"Record when a user who hasn't taken privileged actions before suddenly starts.","New User Taking Privileged Actions","Splunk Security Essentials","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0003;Persistence;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
2,"Record when a user who hasn't taken privileged actions before suddenly starts.","New User Taking Privileged Actions","Splunk Security Essentials","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0004;Privilege Escalation;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
3,"Record when a user who hasn't taken privileged actions before suddenly starts.","New User Taking Privileged Actions","Splunk Security Essentials","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0005;Defense Evasion;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
